id,_URI,instanceID,_PARENT_AURI,fh_1355_rr_c,fh_1355_rr_nc,fh_1355_rr_n,fh_13_55,fh_13_56,fh_13_56_1n,fh_13_56_2n,fh_13_56_3n_a,fh_13_56_3n_b,fh_13_57,fh_13_58,fh_13_59,fh_13_60,fh_13_61,fh_13_61_other,rta_form_id
1339,uuid:d05b10ef-dd96-4889-9ee7-5707551225e8,uuid:4ddf1510-d9b7-4b93-9047-b5806e0b07b6,uuid:4ddf1510-d9b7-4b93-9047-b5806e0b07b6,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1340,uuid:d09860f2-e0db-40c9-a233-5f79d6b8fd4c,uuid:d79693c3-d7f8-4983-b0a1-8f20e1c9ae9c,uuid:d79693c3-d7f8-4983-b0a1-8f20e1c9ae9c,1,st,"",1,0,0,0,0,1,1,0,0,0,"","",ML_FH_Household_Full_G2
1341,uuid:d09b1d1c-b712-4e91-969f-7cd0f4b497c2,uuid:cd2c3cc0-d4d5-43db-a91e-0feeb6b36f38,uuid:cd2c3cc0-d4d5-43db-a91e-0feeb6b36f38,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1342,uuid:d0ce78f2-8f11-4aee-8f3c-205e55eb2dc4,uuid:f78bd778-1d7e-48f9-82d1-a168400e1e1d,uuid:f78bd778-1d7e-48f9-82d1-a168400e1e1d,1,st,"",3,0,0,0,0,0,1,48,0,0,"","",ML_FH_Household_Full_G2
1343,uuid:d0e9b50a-7a47-4ada-9419-848100074562,uuid:8e8d0bc6-0739-41a0-9d16-c16112d0b5ce,uuid:8e8d0bc6-0739-41a0-9d16-c16112d0b5ce,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1344,uuid:d1014768-93cd-45f3-89b2-ff0cb949b321,uuid:a6ff9e9c-3381-4b39-b7f9-88ac355f9202,uuid:a6ff9e9c-3381-4b39-b7f9-88ac355f9202,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1345,uuid:d103ddcf-25ef-4fb3-9b30-b6b68d1171cd,uuid:6056c1ee-2b37-4dc9-a234-7e67a3f774cb,uuid:6056c1ee-2b37-4dc9-a234-7e67a3f774cb,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1346,uuid:d150494e-574b-4376-8f15-2da6577ec76d,uuid:5ab4ff66-c5c8-4ff8-bc53-304e219a696b,uuid:5ab4ff66-c5c8-4ff8-bc53-304e219a696b,1,st,"",1,0,0,0,0,0,1,3,0,0,"","",ML_FH_Household_Full_G2
1347,uuid:d1545039-39b6-40d6-bc4a-be238f36908f,uuid:f5d1099f-24cb-48fb-bcbb-d6c7795bef41,uuid:f5d1099f-24cb-48fb-bcbb-d6c7795bef41,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1348,uuid:d17193e3-2411-49d8-a711-b4d5465b1730,uuid:6674bcf3-c187-4f64-a3e7-5295fd2e46cd,uuid:6674bcf3-c187-4f64-a3e7-5295fd2e46cd,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1349,uuid:d188f367-c8b4-4e1f-9652-de157fe6676e,uuid:15164b18-f377-4993-8c37-f2a28f82ccc6,uuid:15164b18-f377-4993-8c37-f2a28f82ccc6,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1350,uuid:d1bb521a-5265-4570-aa07-c683a714f405,uuid:3c851c32-a6dd-442c-9e12-7d0985c3600d,uuid:3c851c32-a6dd-442c-9e12-7d0985c3600d,1,st,"",3,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
1351,uuid:d1ce24ca-1166-4424-a25a-589e688cbfbd,uuid:1f97d2b8-22d3-4595-beef-e43d621dbe30,uuid:1f97d2b8-22d3-4595-beef-e43d621dbe30,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1352,uuid:d1f382d3-b9d3-4d78-9d53-e539e861b434,uuid:446dbc34-edcd-4005-bff4-16d3f5eb641a,uuid:446dbc34-edcd-4005-bff4-16d3f5eb641a,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1353,uuid:d215d26d-eebd-43ef-b37d-e5e09c71a79d,uuid:5f610c18-a10a-48e3-bb18-c7f2d6fde6e6,uuid:5f610c18-a10a-48e3-bb18-c7f2d6fde6e6,1,st,"",5,1,0,0,0,0,1,40,0,0,"","",ML_FH_Household_Full_G2
1354,uuid:d2663ae1-840d-48f3-9d88-412c1df107e4,uuid:a792c5d1-0b24-46bb-b4c6-a71f300ff9e7,uuid:a792c5d1-0b24-46bb-b4c6-a71f300ff9e7,1,st,"",3,0,0,0,0,0,1,3,0,1,4,"",ML_FH_Household_Full_G2
1355,uuid:d2b7e4cf-fc41-405c-8f60-2c52512fb841,uuid:9559b696-a652-45bb-8be0-eff3028ee096,uuid:9559b696-a652-45bb-8be0-eff3028ee096,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1356,uuid:d2e8f813-4241-433e-a141-92f4ff54c23b,uuid:92afaf44-676e-4af4-a0fb-b7aca99c4f86,uuid:92afaf44-676e-4af4-a0fb-b7aca99c4f86,1,st,"",2,0,0,0,0,0,1,100,0,0,"","",ML_FH_Household_Full_G2
1357,uuid:d2ecd6b0-77cd-4d72-8d75-3e94c54942be,uuid:9061f416-1a41-4777-903b-b53b63c31cad,uuid:9061f416-1a41-4777-903b-b53b63c31cad,1,st,"",2,0,0,0,0,1,1,0,1,0,"","",ML_FH_Household_Full_G2
1358,uuid:d3514234-94e3-4a7e-aee6-74a413911b6e,uuid:b0e25338-b0f7-48ab-ade8-fff52255647c,uuid:b0e25338-b0f7-48ab-ade8-fff52255647c,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1359,uuid:d3517ef1-195b-44a3-808d-3acc85c793d9,uuid:71273c74-f680-4145-af17-4ad9882321fa,uuid:71273c74-f680-4145-af17-4ad9882321fa,1,st,"",3,0,0,0,0,1,1,1,0,0,"","",ML_FH_Household_Full_G2
1360,uuid:d382fc1c-4f90-443c-a0d2-0a9a04e55dd9,uuid:93305064-141e-4815-b207-e76d0dea2c3b,uuid:93305064-141e-4815-b207-e76d0dea2c3b,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1361,uuid:d3a72086-496b-43bf-825b-cf8784424ffc,uuid:f42e8de3-7694-4715-a0eb-6ef6d733233f,uuid:f42e8de3-7694-4715-a0eb-6ef6d733233f,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1362,uuid:d3b4fa98-93a1-4317-b6ca-30c516c916dd,uuid:5534cf09-5e9c-4f37-bd3e-a7355bb1ac09,uuid:5534cf09-5e9c-4f37-bd3e-a7355bb1ac09,1,st,"",3,1,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1363,uuid:d3dbec9a-73af-4385-b273-cd2246c044fc,uuid:7cd5caf7-73ad-4abe-b212-34954d203a86,uuid:7cd5caf7-73ad-4abe-b212-34954d203a86,1,st,"",2,0,0,0,0,0,1,0,0,1,2,"",ML_FH_Household_Full_G2
1364,uuid:d4127b8b-d5e9-4a12-939f-0dbf206f29fd,uuid:6db160f5-94e1-47e3-a2cd-8fb1ce7b33fc,uuid:6db160f5-94e1-47e3-a2cd-8fb1ce7b33fc,1,st,"",2,0,0,0,0,1,1,0,1,0,"","",ML_FH_Household_Full_G2
1365,uuid:d43014e0-8f40-4417-8be4-8d32a849a630,uuid:26742c95-9a81-4c3b-b632-fd68dfd06250,uuid:26742c95-9a81-4c3b-b632-fd68dfd06250,1,st,"",4,0,0,0,0,0,1,0,0,1,4,"",ML_FH_Household_Full_G2
1366,uuid:d4426b7c-35bc-4d7b-b72f-c9fb5197ca41,uuid:dde17fe8-4050-4dd3-bcf4-c62f4aade5a7,uuid:dde17fe8-4050-4dd3-bcf4-c62f4aade5a7,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1367,uuid:d492bd9e-544e-42b8-8872-9e5d94e8fb19,uuid:283e43b3-79d9-48cd-8f1f-37202575ec37,uuid:283e43b3-79d9-48cd-8f1f-37202575ec37,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1368,uuid:d49b7bfc-5415-4fca-bcf7-11dc95ba0c4e,uuid:2f59f699-164f-4ef9-959f-c19a23d86465,uuid:2f59f699-164f-4ef9-959f-c19a23d86465,1,st,"",2,0,0,0,0,0,1,6,0,0,"","",ML_FH_Household_Full_G2
1369,uuid:d4ac8958-f416-4e29-890e-e9e820170b9c,uuid:ae83b7de-ec95-4ce0-88aa-5ff5d1ee66ea,uuid:ae83b7de-ec95-4ce0-88aa-5ff5d1ee66ea,1,st,"",1,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1370,uuid:d4ff78ad-592e-41f1-82bd-bdeba2838208,uuid:642d25f3-4b67-4c9f-a40e-bb2b3560ae73,uuid:642d25f3-4b67-4c9f-a40e-bb2b3560ae73,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1371,uuid:d51025e3-777d-4fa8-a10e-25ee54645f84,uuid:0745e4c5-32d8-45d6-97c6-14ef5cca81f7,uuid:0745e4c5-32d8-45d6-97c6-14ef5cca81f7,1,st,"",1,0,0,0,0,0,1,1,1,0,"","",ML_FH_Household_Full_G2
1372,uuid:d5337f2e-ef84-4f9e-88a4-a8c1e03710d9,uuid:d2e39176-0198-4fcd-a6a1-48618d047d49,uuid:d2e39176-0198-4fcd-a6a1-48618d047d49,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1373,uuid:d5a5783a-0f07-4eec-b87a-00608c3581dc,uuid:1ac924fc-7b84-4db3-9083-fca8398a832f,uuid:1ac924fc-7b84-4db3-9083-fca8398a832f,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1374,uuid:d613780b-1b7c-4577-b4db-f1b724d7f2e8,uuid:142659ff-ae8f-4d30-9bd4-a4b48ae29eed,uuid:142659ff-ae8f-4d30-9bd4-a4b48ae29eed,1,st,"",5,0,0,0,0,0,1,1,1,0,"","",ML_FH_Household_Full_G2
1375,uuid:d616a3b4-a03a-449d-bde4-9f756191071d,uuid:e53975cc-b593-4c50-b9b9-aa9aa9930109,uuid:e53975cc-b593-4c50-b9b9-aa9aa9930109,1,st,"",1,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1376,uuid:d62c19a8-163a-4d23-994c-7e1c607b19b0,uuid:446c480e-e8be-458b-b19d-24ca3c109e72,uuid:446c480e-e8be-458b-b19d-24ca3c109e72,1,st,"",3,0,0,0,0,0,1,6,1,0,"","",ML_FH_Household_Full_G2
1377,uuid:d6460604-1194-4792-b70c-04af1134b566,uuid:0c2010e2-5341-41dc-8ab0-08d8c5fa114a,uuid:0c2010e2-5341-41dc-8ab0-08d8c5fa114a,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1378,uuid:d6628028-22dc-4e81-85ec-81ce68738b78,uuid:a0e22ee5-ac32-412e-8c09-5d136f87da0c,uuid:a0e22ee5-ac32-412e-8c09-5d136f87da0c,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1379,uuid:d6da3d75-719f-4c79-9d97-9e3708fdf133,uuid:94b83788-6fd1-4aa4-b9cb-3d79745b2ddb,uuid:94b83788-6fd1-4aa4-b9cb-3d79745b2ddb,1,st,"",3,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
1380,uuid:d7510e48-7ff1-4443-a4f2-a3e84f6316d9,uuid:a9f97bac-b75a-4225-a94a-c5574abce2b9,uuid:a9f97bac-b75a-4225-a94a-c5574abce2b9,1,st,"",2,0,0,0,0,0,1,4,1,0,"","",ML_FH_Household_Full_G2
1381,uuid:d773bbde-4cbb-47ff-a91e-101af90751cf,uuid:95487547-5430-4771-932c-7e3304d2d5ed,uuid:95487547-5430-4771-932c-7e3304d2d5ed,1,st,"",1,1,1,1,0,1,1,0,1,0,"","",ML_FH_Household_Full_G2
1382,uuid:d7b7ec7b-9bec-49fb-805c-ed292f745c95,uuid:b9b5645a-f1e9-4e2d-ac05-150f9d943fd6,uuid:b9b5645a-f1e9-4e2d-ac05-150f9d943fd6,1,st,"",2,0,0,1,1,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1383,uuid:d7cea0f8-195d-4b56-9294-78eced4e9246,uuid:9bd47f0c-b1ff-4e0a-b99d-100645ac717b,uuid:9bd47f0c-b1ff-4e0a-b99d-100645ac717b,1,st,"",4,0,0,1,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1384,uuid:d7d10a8d-c5ae-4a47-9d8c-f449b32b00b7,uuid:f1010290-487f-471d-9a23-963fd62da102,uuid:f1010290-487f-471d-9a23-963fd62da102,1,st,"",2,1,0,0,0,1,1,1,1,0,"","",ML_FH_Household_Full_G2
1385,uuid:d871f40f-8278-4049-9e43-d5e5967e1f4b,uuid:f5b222e3-35af-493d-b58b-e37580a6993b,uuid:f5b222e3-35af-493d-b58b-e37580a6993b,1,st,"",5,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1386,uuid:d888e352-7803-491c-b3ee-16d71ef41364,uuid:9c36f901-50d2-4948-b865-6f39447c654f,uuid:9c36f901-50d2-4948-b865-6f39447c654f,1,st,"",4,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1387,uuid:d89830d1-fdff-423e-a67a-1e02f7528ce1,uuid:da0f584a-7f4c-4719-9939-3c8a64b397b9,uuid:da0f584a-7f4c-4719-9939-3c8a64b397b9,1,st,"",3,0,1,1,0,1,1,0,0,0,"","",ML_FH_Household_Full_G2
1388,uuid:d89ae281-8f4d-45bd-bafb-0496fa4b8f97,uuid:2f03910e-1bff-41ea-99e0-1780fe669bd4,uuid:2f03910e-1bff-41ea-99e0-1780fe669bd4,1,st,"",3,1,0,1,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1389,uuid:d8bb04f4-165a-4f44-9553-d729bda83eeb,uuid:8c716ce3-01c7-42ea-8a61-6c336f204246,uuid:8c716ce3-01c7-42ea-8a61-6c336f204246,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1390,uuid:d8c2fc2f-bef5-4d98-a25f-99bacf37adb9,uuid:a25287eb-2a60-408b-8cf8-956bbfd60379,uuid:a25287eb-2a60-408b-8cf8-956bbfd60379,1,st,"",3,0,0,0,0,0,1,2,0,1,4,"",ML_FH_Household_Full_G2
1391,uuid:d8ea54c8-f31f-4b02-9ad0-436f9b9c6501,uuid:9f6ffcac-1ae0-4982-8eff-e317f3fe4ce0,uuid:9f6ffcac-1ae0-4982-8eff-e317f3fe4ce0,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1392,uuid:d8eaaf46-1436-4f94-84aa-9f422d825806,uuid:7d8d961b-2515-4eb9-93e7-ded668a907bc,uuid:7d8d961b-2515-4eb9-93e7-ded668a907bc,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1393,uuid:d90644f3-e520-4662-b6aa-3200ba390cac,uuid:dcc0048e-8ee5-4e38-aa1a-792a5125cd79,uuid:dcc0048e-8ee5-4e38-aa1a-792a5125cd79,1,st,"",2,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1394,uuid:d9787a92-3078-46e2-ad77-b9ca37d150d5,uuid:230bd6d2-6aa6-4774-a369-d910c8b3680c,uuid:230bd6d2-6aa6-4774-a369-d910c8b3680c,1,st,"",3,0,0,0,1,1,1,0,0,0,"","",ML_FH_Household_Full_G2
1395,uuid:d9f397d8-185a-4ebf-b384-4f961d4efd48,uuid:58b2072c-42e4-4ce0-9286-800f8b76cd32,uuid:58b2072c-42e4-4ce0-9286-800f8b76cd32,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1396,uuid:da1b5e64-9900-4d36-bd09-f5bda4358dc8,uuid:85fa6a26-4d5a-40b1-a966-f3929bc32b19,uuid:85fa6a26-4d5a-40b1-a966-f3929bc32b19,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1397,uuid:da49fc73-a7e8-4018-89db-bfa97895e986,uuid:53baade7-a5fa-4b14-96b9-91baaf452f7c,uuid:53baade7-a5fa-4b14-96b9-91baaf452f7c,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1398,uuid:da94c9b1-a79e-4d16-92bd-bf607b9b1673,uuid:9af5103e-79eb-4146-be25-4d88875fb8aa,uuid:9af5103e-79eb-4146-be25-4d88875fb8aa,1,st,"",2,0,0,0,0,0,1,5,0,0,"","",ML_FH_Household_Full_G2
1399,uuid:daebcd20-b841-46ec-b126-a82fb70bd47a,uuid:b117b85b-14d4-4aa5-9de4-943d05dadd81,uuid:b117b85b-14d4-4aa5-9de4-943d05dadd81,1,st,"",3,0,0,0,0,0,1,8,0,0,"","",ML_FH_Household_Full_G2
1400,uuid:db126751-bb8d-4117-8397-e8dbbe345fca,uuid:a670bd87-5aba-47b4-9794-65d2dd8df123,uuid:a670bd87-5aba-47b4-9794-65d2dd8df123,1,st,"",3,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
1401,uuid:db40c4a5-20aa-4437-b62e-80e4864c6fac,uuid:73abc091-dab8-4850-a283-c91d8f52b804,uuid:73abc091-dab8-4850-a283-c91d8f52b804,1,st,"",2,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
1402,uuid:db4bbdb8-b895-4759-aadf-2475bf961a95,uuid:e24cf980-311c-4656-94b8-967a911cf270,uuid:e24cf980-311c-4656-94b8-967a911cf270,1,st,"",5,0,0,0,0,1,1,5,0,0,"","",ML_FH_Household_Full_G2
1403,uuid:db6c7ff8-7ce6-418b-b22c-98f6938ab53b,uuid:62728a31-63c2-4b45-97a9-2e155afd77f3,uuid:62728a31-63c2-4b45-97a9-2e155afd77f3,1,st,"",2,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
1404,uuid:db9405dc-b496-4542-b97f-cde6a95b9f45,uuid:30e33436-da06-4099-99fe-9a1f2f4824e8,uuid:30e33436-da06-4099-99fe-9a1f2f4824e8,1,st,"",1,1,1,1,0,1,1,0,1,0,"","",ML_FH_Household_Full_G2
1405,uuid:dbba225a-b023-40fd-9fbf-33aa4fd59798,uuid:9d1c0c5a-3ea4-41c5-960f-1e0ed12dbbcb,uuid:9d1c0c5a-3ea4-41c5-960f-1e0ed12dbbcb,1,st,"",1,0,0,0,0,0,1,8,0,0,"","",ML_FH_Household_Full_G2
1406,uuid:dbfcfad6-4248-4cb2-b116-3ce1c0b2018c,uuid:d8825968-552f-431b-9482-525e750d482b,uuid:d8825968-552f-431b-9482-525e750d482b,1,st,"",3,0,0,0,0,0,1,100,0,0,"","",ML_FH_Household_Full_G2
1407,uuid:dc649942-8be3-4765-9c95-e423f5dbb800,uuid:294707e1-a421-4014-89d1-810d9fb7a291,uuid:294707e1-a421-4014-89d1-810d9fb7a291,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1408,uuid:dcab5c6c-2f9e-4fa8-95a9-303f0a85e07f,uuid:4dd3eb17-2c3b-4f88-8a43-3f734541e8d9,uuid:4dd3eb17-2c3b-4f88-8a43-3f734541e8d9,1,st,"",4,0,0,0,0,0,1,60,0,0,"","",ML_FH_Household_Full_G2
1409,uuid:dcd4c9a1-9aa3-461e-b762-908ac69d9701,uuid:ee6d2e49-df0f-4985-b8bc-374e9c94ca68,uuid:ee6d2e49-df0f-4985-b8bc-374e9c94ca68,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1410,uuid:dcdc7d32-1d82-4dc2-9dd4-03a778c2a5c5,uuid:3745604d-4733-451d-9c45-b7ade7ff34d1,uuid:3745604d-4733-451d-9c45-b7ade7ff34d1,1,st,"",2,0,0,0,0,1,1,0,1,0,"","",ML_FH_Household_Full_G2
1411,uuid:dd0bc32f-5d61-43ba-9260-24b42fdd0b66,uuid:b99acc26-838e-46dc-aba7-c9931d3bd415,uuid:b99acc26-838e-46dc-aba7-c9931d3bd415,1,st,"",3,0,0,0,0,0,1,0,0,1,7,"",ML_FH_Household_Full_G2
1412,uuid:dd4313b7-67ee-486d-8cce-3cd31a690693,uuid:c5713137-ba2b-4235-a1fb-09823ecede88,uuid:c5713137-ba2b-4235-a1fb-09823ecede88,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1413,uuid:dd4f140c-8638-4979-afcb-8bbfb31ae99b,uuid:03dce67a-5961-4721-9876-a82f1d24cd2f,uuid:03dce67a-5961-4721-9876-a82f1d24cd2f,1,st,"",3,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1414,uuid:dd720afa-9bef-45d7-9ee1-a43506996c68,uuid:e56a9139-aca3-4c71-b8f3-ab9acedd5861,uuid:e56a9139-aca3-4c71-b8f3-ab9acedd5861,1,st,"",2,0,0,0,0,0,1,0,0,1,96,"Water from the marabout(tohantal)",ML_FH_Household_Full_G2
1415,uuid:dd7e7469-2513-46b7-8067-3c668bf8cb7f,uuid:fc50c287-703c-4a5a-8aa1-ced5c61c176c,uuid:fc50c287-703c-4a5a-8aa1-ced5c61c176c,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1416,uuid:dd8dbcc2-dd1b-4773-83c4-dc34cdfeb754,uuid:0674911e-765a-422b-a2dd-1f81d4c17b6b,uuid:0674911e-765a-422b-a2dd-1f81d4c17b6b,1,st,"",3,1,0,0,0,0,1,100,0,0,"","",ML_FH_Household_Full_G2
1417,uuid:ddb50a68-8d48-4201-bf93-56f2bc17a337,uuid:d8729222-f8ae-4b4c-b6c7-e14ebba9c3f3,uuid:d8729222-f8ae-4b4c-b6c7-e14ebba9c3f3,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1418,uuid:de50e341-3e33-446d-9b32-404981f98d20,uuid:1ac731f5-8c1a-49aa-a1d9-fccedf10b0e8,uuid:1ac731f5-8c1a-49aa-a1d9-fccedf10b0e8,1,st,"",3,0,0,0,0,1,1,1,0,0,"","",ML_FH_Household_Full_G2
1419,uuid:de66e553-787b-4c7a-8cbc-0a61b6c52183,uuid:cbf53c18-7472-4aee-bf54-4127bf73cee0,uuid:cbf53c18-7472-4aee-bf54-4127bf73cee0,1,st,"",2,0,0,0,0,1,1,0,1,0,"","",ML_FH_Household_Full_G2
1420,uuid:de79764b-0e19-4ded-b61e-2df64d56390f,uuid:84e81ce7-2ec4-49e6-8b80-30cf78fb662d,uuid:84e81ce7-2ec4-49e6-8b80-30cf78fb662d,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1421,uuid:de84fb7e-7ad5-4bfc-be49-f3fbfc77a0d4,uuid:b4f31272-b85d-4d5a-b5fa-99ff3357086c,uuid:b4f31272-b85d-4d5a-b5fa-99ff3357086c,1,st,"",2,0,0,1,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
1422,uuid:de9ee85d-0628-4fa6-b0d1-bd842620224f,uuid:7ff52f4f-cba0-41cb-bbde-151f287ba6ea,uuid:7ff52f4f-cba0-41cb-bbde-151f287ba6ea,1,st,"",3,1,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1423,uuid:df1a788e-6383-48fd-b0b8-d62c204f4e94,uuid:cb01b25c-1c1f-48e4-b390-700d08a2b155,uuid:cb01b25c-1c1f-48e4-b390-700d08a2b155,1,st,"",3,0,1,1,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1424,uuid:df1b79aa-b9af-42f0-9818-ce21af0a9722,uuid:df92e458-1e59-4f7f-9c06-aaab9b129e42,uuid:df92e458-1e59-4f7f-9c06-aaab9b129e42,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1425,uuid:df4dcdf0-c5bb-44f2-9b47-3e20cba874f9,uuid:554a5726-77b0-4d9e-a508-6ed1b9f378fe,uuid:554a5726-77b0-4d9e-a508-6ed1b9f378fe,1,st,"",2,0,0,0,0,0,1,2,0,0,"","",ML_FH_Household_Full_G2
1426,uuid:df8c2bc1-e2cb-4f00-a51c-4c70e502251b,uuid:8a4fb993-f8e2-4ee7-866d-2a6dd0a7c466,uuid:8a4fb993-f8e2-4ee7-866d-2a6dd0a7c466,1,st,"",4,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1427,uuid:df9555f6-c888-4377-9e52-7801df13a03f,uuid:38feadf6-e126-4bed-aac6-8dc030e71004,uuid:38feadf6-e126-4bed-aac6-8dc030e71004,1,st,"",5,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1428,uuid:dfd7c5ae-4999-417b-9f96-c282e8dd7501,uuid:d75ca2e8-acf2-4908-8555-63f094c4b5ee,uuid:d75ca2e8-acf2-4908-8555-63f094c4b5ee,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1429,uuid:dffdaee1-2050-4436-9673-79353549540b,uuid:88db627a-aa85-492e-939b-bd1e5672379b,uuid:88db627a-aa85-492e-939b-bd1e5672379b,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1430,uuid:e02d9ffa-9f13-4e2c-837c-14452b30e15d,uuid:a7d7e8bb-1441-44d5-afca-4ea56d13970a,uuid:a7d7e8bb-1441-44d5-afca-4ea56d13970a,1,st,"",1,0,0,0,0,0,1,0,1,0,"","",ML_FH_Household_Full_G2
1431,uuid:e0372c56-8143-444f-9640-e855752ea727,uuid:a897e0e0-466c-4ebe-9004-40e70aa3a9c5,uuid:a897e0e0-466c-4ebe-9004-40e70aa3a9c5,1,st,"",2,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1432,uuid:e07855d3-6066-4d66-8472-0b0a7c5a40e1,uuid:637c0f78-9449-4c32-841a-f36b8e02e596,uuid:637c0f78-9449-4c32-841a-f36b8e02e596,1,st,"",3,0,0,0,0,0,1,4,0,0,"","",ML_FH_Household_Full_G2
1433,uuid:e07ff36c-23c0-4e90-94e5-ee4cba5eab79,uuid:8e7ce827-2776-4265-a9f7-9c4c06974d83,uuid:8e7ce827-2776-4265-a9f7-9c4c06974d83,1,st,"",3,0,0,0,0,0,1,10,0,0,"","",ML_FH_Household_Full_G2
1434,uuid:e08729de-71cf-4d96-b968-a8701228817c,uuid:e08f4953-085f-4c66-9d55-390cbe560a3d,uuid:e08f4953-085f-4c66-9d55-390cbe560a3d,1,st,"",3,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
1435,uuid:e0a026c4-2eb1-4c1e-bb9c-99daaf8d1551,uuid:904e3577-81c6-4406-8bb9-f88cb937a733,uuid:904e3577-81c6-4406-8bb9-f88cb937a733,1,st,"",3,0,0,0,0,0,1,0,0,0,"","",ML_FH_Household_Full_G2
1436,uuid:e0f040d7-5791-4efd-b2b5-35e27f4ae6f4,uuid:9c0aedd5-bc25-4a74-8fad-95760feb9969,uuid:9c0aedd5-bc25-4a74-8fad-95760feb9969,1,st,"",2,0,0,0,0,0,1,1,0,0,"","",ML_FH_Household_Full_G2
